variable name,data type,register,documented name,description,writable,values,unit,note
,int16,4528,multi/Dc/0/Temperature,com.victronenergy.multi-Battery temperature,no,-3276.8 to 3276.7,10Degrees celsius,
,uint16,4529,multi/Soc,com.victronenergy.multi-Battery State of Charge,no,0 to 6553.5,10%,
,uint16,4530,multi/State,com.victronenergy.multi-Inverter/Charger state,no,"{""0"": ""Off"", ""1"": ""Low Power"", ""2"": ""Fault"", ""3"": ""Bulk"", ""4"": ""Absorption"", ""5"": ""Float"", ""6"": ""Storage"", ""7"": ""Equalize"", ""8"": ""Passthru"", ""9"": ""Inverting"", ""10"": ""Power assist"", ""11"": ""Power supply"", ""252"": ""External control""}",,
,uint16,4531,multi/Mode,com.victronenergy.multi-Switch position,yes,"{""1"": ""Charger Only"", ""2"": ""Inverter Only"", ""3"": ""On"", ""4"": ""Off""}",,
,uint16,4532,multi/Alarms/HighTemperature,com.victronenergy.multi-Temperature alarm,no,"{""0"": ""Ok"", ""1"": ""Warning"", ""2"": ""Alarm""}",,
,uint16,4533,multi/Alarms/HighVoltage,com.victronenergy.multi-High voltage alarm,no,"{""0"": ""Ok"", ""1"": ""Warning"", ""2"": ""Alarm""}",,
,uint16,4534,multi/Alarms/HighVoltageAcOut,com.victronenergy.multi-High AC-Out voltage alarm,no,"{""0"": ""Ok"", ""1"": ""Warning"", ""2"": ""Alarm""}",,
,uint16,4535,multi/Alarms/LowTemperature,com.victronenergy.multi-Low battery temperature alarm,no,"{""0"": ""Ok"", ""1"": ""Warning"", ""2"": ""Alarm""}",,
,uint16,4536,multi/Alarms/LowVoltage,com.victronenergy.multi-Low voltage alarm,no,"{""0"": ""Ok"", ""1"": ""Warning"", ""2"": ""Alarm""}",,
,uint16,4537,multi/Alarms/LowVoltageAcOut,com.victronenergy.multi-Low AC-Out voltage alarm,no,"{""0"": ""Ok"", ""1"": ""Warning"", ""2"": ""Alarm""}",,
,uint16,4538,multi/Alarms/Overload,com.victronenergy.multi-Overload alarm,no,"{""0"": ""Ok"", ""1"": ""Warning"", ""2"": ""Alarm""}",,
,uint16,4539,multi/Alarms/Ripple,com.victronenergy.multi-High DC ripple alarm,no,"{""0"": ""Ok"", ""1"": ""Warning"", ""2"": ""Alarm""}",,
,uint16,4540,multi/Yield/Power,com.victronenergy.multi-PV power,no,0 to 65535,1W,
,uint16,4541,multi/Yield/User,com.victronenergy.multi-User yield,no,0 to 6553.5,10kWh,
,uint16,4542,multi/Relay/0/State,com.victronenergy.multi-Relay on the Multi RS,no,"{""0"": ""Open"", ""1"": ""Closed""}",,
,uint16,4543,multi/MppOperationMode,com.victronenergy.multi-MPP operation mode,no,"{""0"": ""Off"", ""1"": ""Voltage/current limited"", ""2"": ""MPPT active"", ""255"": ""Not available""}",,
,uint16,4544,multi/Pv/V,com.victronenergy.multi-PV voltage,no,0 to 6553.5,10V DC,
,uint16,4545,multi/ErrorCode,com.victronenergy.multi-Error code,no,"{""0"": ""No error"", ""1"": ""Battery temperature too high"", ""2"": ""Battery voltage too high"", ""3"": ""Battery temperature sensor miswired (+)"", ""4"": ""Battery temperature sensor miswired (-)"", ""5"": ""Battery temperature sensor disconnected"", ""6"": ""Battery voltage sense miswired (+)"", ""7"": ""Battery voltage sense miswired (-)"", ""8"": ""Battery voltage sense disconnected"", ""9"": ""Battery voltage wire losses too high"", ""17"": ""Charger temperature too high"", ""18"": ""Charger over-current"", ""19"": ""Charger current polarity reversed"", ""20"": ""Bulk time limit reached"", ""22"": ""Charger temperature sensor miswired"", ""23"": ""Charger temperature sensor disconnected"", ""34"": ""Input current too high""}",,
,uint32,4546,multi/Energy/AcIn1ToAcOut,com.victronenergy.multi-Energy from AC-in-1 to AC-out,no,0 to 42949672.96,100kWh,
,uint32,4548,multi/Energy/AcIn1ToInverter,com.victronenergy.multi-Energy from AC-in-1 to battery,no,0 to 42949672.96,100kWh,
,uint32,4550,multi/Energy/AcIn2ToAcOut,com.victronenergy.multi-Energy from AC-in-2 to AC-out,no,0 to 42949672.96,100kWh,
,uint32,4552,multi/Energy/AcIn2ToInverter,com.victronenergy.multi-Energy from AC-in-2 to battery,no,0 to 42949672.96,100kWh,
,uint32,4554,multi/Energy/AcOutToAcIn1,com.victronenergy.multi-Energy from AC-out to AC-in-1,no,0 to 42949672.96,100kWh,
,uint32,4556,multi/Energy/AcOutToAcIn2,com.victronenergy.multi-Energy from AC-out to AC-in-2,no,0 to 42949672.96,100kWh,
,uint32,4558,multi/Energy/InverterToAcIn1,com.victronenergy.multi-Energy from battery to AC-in-1,no,0 to 42949672.96,100kWh,
,uint32,4560,multi/Energy/InverterToAcIn2,com.victronenergy.multi-Energy from battery to AC-in-2,no,0 to 42949672.96,100kWh,
,uint32,4562,multi/Energy/InverterToAcOut,com.victronenergy.multi-Energy from battery to AC-out,no,0 to 42949672.96,100kWh,
,uint32,4564,multi/Energy/OutToInverter,com.victronenergy.multi-Energy from AC-out to battery,no,0 to 42949672.96,100kWh,
,uint32,4566,multi/Energy/SolarToAcIn1,com.victronenergy.multi-Energy from solar to AC-in-1,no,0 to 42949672.96,100kWh,
,uint32,4568,multi/Energy/SolarToAcIn2,com.victronenergy.multi-Energy from solar to AC-in-2,no,0 to 42949672.96,100kWh,
,uint32,4570,multi/Energy/SolarToAcOut,com.victronenergy.multi-Energy from solar to AC-out,no,0 to 42949672.96,100kWh,
,uint32,4572,multi/Energy/SolarToBattery,com.victronenergy.multi-Energy from solar to battery,no,0 to 42949672.96,100kWh,
,uint16,4574,multi/History/Daily/0/Yield,com.victronenergy.multi-Yield today,no,0 to 6553.5,10kWh,
,uint16,4575,multi/History/Daily/0/MaxPower,com.victronenergy.multi-Maximum charge power today,no,0 to 65535,1W,
,uint16,4576,multi/History/Daily/1/Yield,com.victronenergy.multi-Yield yesterday,no,0 to 6553.5,10kWh,
,uint16,4577,multi/History/Daily/1/MaxPower,com.victronenergy.multi-Maximum charge power yesterday,no,0 to 65535,1W,
,uint16,4578,multi/History/Daily/0/Pv/0/Yield,com.victronenergy.multi-Yield today for tracker 0,no,0 to 6553.5,10kWh,
,uint16,4579,multi/History/Daily/0/Pv/1/Yield,com.victronenergy.multi-Yield today for tracker 1,no,0 to 6553.5,10kWh,
,uint16,4580,multi/History/Daily/0/Pv/2/Yield,com.victronenergy.multi-Yield today for tracker 2,no,0 to 6553.5,10kWh,
,uint16,4581,multi/History/Daily/0/Pv/3/Yield,com.victronenergy.multi-Yield today for tracker 3,no,0 to 6553.5,10kWh,
,uint16,4582,multi/History/Daily/1/Pv/0/Yield,com.victronenergy.multi-Yield yesterday for tracker 0,no,0 to 6553.5,10kWh,
,uint16,4583,multi/History/Daily/1/Pv/1/Yield,com.victronenergy.multi-Yield yesterday for tracker 1,no,0 to 6553.5,10kWh,
,uint16,4584,multi/History/Daily/1/Pv/2/Yield,com.victronenergy.multi-Yield yesterday for tracker 2,no,0 to 6553.5,10kWh,
,uint16,4585,multi/History/Daily/1/Pv/3/Yield,com.victronenergy.multi-Yield yesterday for tracker 3,no,0 to 6553.5,10kWh,
,uint16,4586,multi/History/Daily/0/Pv/0/MaxPower,com.victronenergy.multi-Maximum charge power today for tracker 0,no,0 to 65535,1W,
,uint16,4587,multi/History/Daily/0/Pv/1/MaxPower,com.victronenergy.multi-Maximum charge power today for tracker 1,no,0 to 65535,1W,
,uint16,4588,multi/History/Daily/0/Pv/2/MaxPower,com.victronenergy.multi-Maximum charge power today for tracker 2,no,0 to 65535,1W,
,uint16,4589,multi/History/Daily/0/Pv/3/MaxPower,com.victronenergy.multi-Maximum charge power today for tracker 3,no,0 to 65535,1W,
,uint16,4590,multi/History/Daily/1/Pv/0/MaxPower,com.victronenergy.multi-Maximum charge power yesterday tracker 0,no,0 to 65535,1W,
,uint16,4591,multi/History/Daily/1/Pv/1/MaxPower,com.victronenergy.multi-Maximum charge power yesterday tracker 1,no,0 to 65535,1W,
,uint16,4592,multi/History/Daily/1/Pv/2/MaxPower,com.victronenergy.multi-Maximum charge power yesterday tracker 2,no,0 to 65535,1W,
,uint16,4593,multi/History/Daily/1/Pv/3/MaxPower,com.victronenergy.multi-Maximum charge power yesterday tracker 3,no,0 to 65535,1W,
,uint16,4594,multi/Pv/0/V,com.victronenergy.multi-PV voltage for tracker 0,no,0 to 6553.5,10V DC,
,uint16,4595,multi/Pv/1/V,com.victronenergy.multi-PV voltage for tracker 1,no,0 to 6553.5,10V DC,
,uint16,4596,multi/Pv/2/V,com.victronenergy.multi-PV voltage for tracker 2,no,0 to 6553.5,10V DC,
,uint16,4597,multi/Pv/3/V,com.victronenergy.multi-PV voltage for tracker 3,no,0 to 6553.5,10V DC,
,uint16,4598,multi/Pv/0/P,com.victronenergy.multi-PV power for tracker 0,no,0 to 65535,1W,
,uint16,4599,multi/Pv/1/P,com.victronenergy.multi-PV power for tracker 1,no,0 to 65535,1W,
,uint16,4600,multi/Pv/2/P,com.victronenergy.multi-PV power for tracker 2,no,0 to 65535,1W,
,uint16,4601,multi/Pv/3/P,com.victronenergy.multi-PV power for tracker 3,no,0 to 65535,1W,
,uint16,4602,multi/Alarms/LowSoc,com.victronenergy.multi-Low SOC alarm,no,"{""0"": ""No alarm"", ""1"": ""Warning"", ""2"": ""Alarm""}",,
,uint32,4603,multi/Yield/User,com.victronenergy.multi-User yield,no,0 to 4294967295,1kWh,Energy generated by the solarcharger since last user reset
,uint16,4605,multi/Pv/0/MppOperationMode,com.victronenergy.multi-MPP operation mode tracker 1,no,"{""0"": ""Off"", ""1"": ""Voltage/current limited"", ""2"": ""MPPT active"", ""255"": ""Not available""}",,
,uint16,4606,multi/Pv/1/MppOperationMode,com.victronenergy.multi-MPP operation mode tracker 2,no,"{""0"": ""Off"", ""1"": ""Voltage/current limited"", ""2"": ""MPPT active"", ""255"": ""Not available""}",,
,uint16,4607,multi/Pv/2/MppOperationMode,com.victronenergy.multi-MPP operation mode tracker 3,no,"{""0"": ""Off"", ""1"": ""Voltage/current limited"", ""2"": ""MPPT active"", ""255"": ""Not available""}",,
,uint16,4608,multi/Pv/3/MppOperationMode,com.victronenergy.multi-MPP operation mode tracker 4,no,"{""0"": ""Off"", ""1"": ""Voltage/current limited"", ""2"": ""MPPT active"", ""255"": ""Not available""}",,
,uint16,4609,multi/Settings/Ess/Mode,com.victronenergy.multi-ESS mode,yes,"{""0"": ""self-consumption (battery-life)"", ""1"": ""self-consumption"", ""2"": ""Keep charged"", ""3"": ""External control""}",,
,int32,4610,multi/Ess/AcPowerSetpoint,com.victronenergy.multi-ESS power setpoint,yes,-2147483648 to 2147483648,1W,
,uint16,4612,multi/Ess/DisableFeedIn,com.victronenergy.multi-Disable Feed-in,yes,"{""0"": ""Feed-in enabled"", ""1"": ""Feed-in disabled""}",,
,uint16,4613,multi/Ess/DisableCharge,com.victronenergy.multi-Disable charge,yes,"{""0"": ""Charge enabled"", ""1"": ""Charge disabled""}",,
,uint16,4700,pump/State,com.victronenergy.pump-Pump State,no,"{""0"": ""Stopped"", ""1"": ""Running""}",,
,uint16,4701,settings/Settings/Pump0/AutoStartEnabled,com.victronenergy.settings-Auto start enabled,yes,"{""0"": ""Disabled"", ""1"": ""Enabled""}",,
,uint16,4702,settings/Settings/Pump0/Mode,com.victronenergy.settings-Mode,yes,"{""0"": ""Auto"", ""1"": ""On"", ""2"": ""Off""}",,
,uint16,4703,settings/Settings/Pump0/StartValue,com.victronenergy.settings-Start value,yes,0 to 100,1%,
,uint16,4704,settings/Settings/Pump0/StopValue,com.victronenergy.settings-Stop value,yes,0 to 100,1%,
,uint16,4800,dcdc/ProductId,com.victronenergy.dcdc-/ProductId,no,0 to 65535,1,
,uint32,4801,dcdc/FirmwareVersion,com.victronenergy.dcdc-/FirmwareVersion,no,0 to 4294967295,1,
,uint16,4803,dcdc/ErrorCode,com.victronenergy.dcdc-/ErrorCode,no,"{""0"": ""No error"", ""1"": ""Battery temperature too high"", ""2"": ""Battery voltage too high"", ""3"": ""Battery temperature sensor miswired (+)"", ""4"": ""Battery temperature sensor miswired (-)"", ""5"": ""Battery temperature sensor disconnected"", ""6"": ""Battery voltage sense miswired (+)"", ""7"": ""Battery voltage sense miswired (-)"", ""8"": ""Battery voltage sense disconnected"", ""9"": ""Battery voltage wire losses too high"", ""17"": ""Charger temperature too high"", ""18"": ""Charger over-current"", ""19"": ""Charger current polarity reversed"", ""20"": ""Bulk time limit reached"", ""22"": ""Charger temperature sensor miswired"", ""23"": ""Charger temperature sensor disconnected"", ""34"": ""Input current too high""}",,
,uint16,4804,dcdc/Dc/0/Voltage,com.victronenergy.dcdc-/Dc/0/Voltage,no,0 to 655.35,100V DC,
,int16,4805,dcdc/Dc/0/Current,com.victronenergy.dcdc-/Dc/0/Current,no,-3276.8 to 3276.7,10A DC,
,int16,4806,dcdc/Dc/0/Temperature,com.victronenergy.dcdc-/Dc/0/Temperature,no,-3276.8 to 3276.7,10Degrees celsius,
,uint16,4807,dcdc/Mode,com.victronenergy.dcdc-/Mode,yes,"{""1"": ""On"", ""4"": ""Off""}",,
,uint16,4808,dcdc/State,com.victronenergy.dcdc-/State,no,"{""0"": ""Off"", ""2"": ""Fault"", ""3"": ""Bulk"", ""4"": ""Absorption"", ""5"": ""Float"", ""6"": ""Storage"", ""7"": ""Equalize"", ""11"": ""Power Supply""}",,
,uint16,4809,dcdc/Dc/In/V,com.victronenergy.dcdc-/Dc/In/V,no,0 to 655.35,100V DC,
,uint16,4810,dcdc/Dc/In/P,com.victronenergy.dcdc-/Dc/In/P,no,0 to 65535,1W,
,uint16,4811,dcdc/History/Cumulative/User/ChargedAh,com.victronenergy.dcdc-/History/Cumulative/User/ChargedAh,no,0 to 6553.5,10Ah,
